,acd,cch,etf,etf-c,fru,fwe,htc,htc-c,htn,htn-c,ior,ldu,mru,ozd,pco,pma,swe,tre,wtu,ecs,pef,description
117 - Tshirt (190g) - C: TR - ATR: 100% - 19€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079,856,"T-shirt / Polo : 0,190kg, matière : 98% Lin provenance  par défaut (Europe), 2% Chanvre provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage Intégral / Whole garment : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
118 - Tshirt (220g) - C: MM - ATR: 100% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625,996,"T-shirt / Polo : 0,220kg, matière : 65% Coton provenance  par défaut (Asie - Pacifique), 31% Chanvre provenance  par défaut (Asie - Pacifique), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tissage : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
119 - Tshirt (160g) - C: REE - ATR: 100% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,720,"T-shirt / Polo : 0,160kg, matière : 55% Coton provenance  par défaut (Asie - Pacifique), 20% Polyester provenance  par défaut (Asie - Pacifique), 25% Lin provenance  par défaut (Europe), filature : Région - Amérique du nord, Tissage : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
120 - Tshirt (190g) - C: MA - ATR: 0% - 20€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044,798,"T-shirt / Polo : 0,190kg, matière : 63% Lin provenance  par défaut (Europe), 25% Chanvre provenance  par défaut (Asie - Pacifique), 12% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tricotage Fully fashioned / Seamless : Maroc, ennoblissement : Maroc, impression : non, confection : Maroc, distribution : France, utilisation : France, fin de vie : France"
121 - Tshirt (280g) - C: RLA - ATR: 100% - 38€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559,1142,"T-shirt / Polo : 0,280kg, matière : 93% Polyester provenance  par défaut (Asie - Pacifique), 3% Lin provenance  par défaut (Europe), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Tunisie, Tissage : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
122 - Tshirt (100g) - C: REE - ATR: 100% - 11€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677,506,"T-shirt / Polo : 0,100kg, matière : 63% Coton provenance  par défaut (Asie - Pacifique), 7% Polyester provenance  par défaut (Asie - Pacifique), 30% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage Circulaire : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
123 - Tshirt (100g) - C: RME - ATR: 0% - 27€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,396,"T-shirt / Polo : 0,100kg, matière : 59% Lin provenance  par défaut (Europe), 30% Chanvre provenance  par défaut (Asie - Pacifique), 11% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tricotage moyen (par défaut) : Région - Moyen-Orient, ennoblissement : Région - Moyen-Orient, impression : non, confection : Région - Moyen-Orient, distribution : France, utilisation : France, fin de vie : France"
124 - Tshirt (130g) - C: RAS - ATR: 33% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338,814,"T-shirt / Polo : 0,130kg, matière : 90% Coton provenance  par défaut (Asie - Pacifique), 2% Polyester provenance  par défaut (Asie - Pacifique), 8% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage Intégral / Whole garment : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
125 - Tshirt (190g) - C: PK - ATR: 33% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212,1210,"T-shirt / Polo : 0,190kg, matière : 65% Coton provenance  par défaut (Asie - Pacifique), 22% Chanvre provenance  par défaut (Asie - Pacifique), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage moyen (par défaut) : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
126 - Tshirt (100g) - C: --- - ATR: 0% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017,607,"T-shirt / Polo : 0,100kg, matière : 57% Coton provenance  par défaut (Asie - Pacifique), 10% Polyester provenance  par défaut (Asie - Pacifique), 33% Lin provenance  par défaut (Europe), filature : Turquie, Tricotage Rectiligne : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut), distribution : France, utilisation : France, fin de vie : France"
127 - Tshirt (100g) - C: CN - ATR: 100% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747,535,"T-shirt / Polo : 0,100kg, matière : 83% Coton provenance  par défaut (Asie - Pacifique), 6% Polyester provenance  par défaut (Asie - Pacifique), 11% Lin provenance  par défaut (Europe), filature : Cambodge, Tissage : Chine, ennoblissement : Chine, impression : non, confection : Chine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
128 - Tshirt (190g) - C: REE - ATR: 100% - 32€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998,707,"T-shirt / Polo : 0,190kg, matière : 96% Coton provenance  par défaut (Asie - Pacifique), 1% Chanvre provenance  par défaut (Asie - Pacifique), 3% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tricotage Fully fashioned / Seamless : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
129 - Tshirt (280g) - C: CN - ATR: 33% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054,873,"T-shirt / Polo : 0,280kg, matière : 92% Lin provenance  par défaut (Europe), 7% Chanvre provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Moyen-Orient, Tricotage Circulaire : Chine, ennoblissement : Chine, impression : non, confection : Chine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
130 - Tshirt (250g) - C: RME - ATR: 100% - 11€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1518,"T-shirt / Polo : 0,250kg, matière : 79% Coton provenance  par défaut (Asie - Pacifique), 10% Polyester provenance  par défaut (Asie - Pacifique), 11% Lin provenance  par défaut (Europe), filature : Région - Amérique Latine, Tissage : Région - Moyen-Orient, ennoblissement : Région - Moyen-Orient, impression : non, confection : Région - Moyen-Orient (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
131 - Tshirt (250g) - C: KH - ATR: 0% - 29€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559,1029,"T-shirt / Polo : 0,250kg, matière : 73% Coton provenance  par défaut (Asie - Pacifique), 18% Lin provenance  par défaut (Europe), 9% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage Fully fashioned / Seamless : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge, distribution : France, utilisation : France, fin de vie : France"
132 - Tshirt (250g) - C: PK - ATR: 100% - 30€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278,1346,"T-shirt / Polo : 0,250kg, matière : 98% Coton provenance  par défaut (Asie - Pacifique), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tissage : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
133 - Tshirt (280g) - C: PK - ATR: 33% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1223,"T-shirt / Polo : 0,280kg, matière : 51% Coton provenance  par défaut (Asie - Pacifique), 1% Chanvre provenance  par défaut (Asie - Pacifique), 48% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tricotage Fully fashioned / Seamless : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
134 - Tshirt (130g) - C: TN - ATR: 33% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765,542,"T-shirt / Polo : 0,130kg, matière : 53% Coton provenance  par défaut (Asie - Pacifique), 41% Lin provenance  par défaut (Europe), 6% Viscose provenance  par défaut (Asie - Pacifique), filature : Inde, Tricotage moyen (par défaut) : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
135 - Tshirt (220g) - C: RNA - ATR: 100% - 29€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654,985,"T-shirt / Polo : 0,220kg, matière : 91% Coton provenance  par défaut (Asie - Pacifique), 8% Polyester provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Pakistan, Tricotage Rectiligne : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
136 - Tshirt (100g) - C: REO - ATR: 0% - 35€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577,400,"T-shirt / Polo : 0,100kg, matière : 96% Coton provenance  par défaut (Asie - Pacifique), 2% Polyester provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), filature : Pakistan, Tricotage Rectiligne : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest, distribution : France, utilisation : France, fin de vie : France"
137 - Tshirt (100g) - C: REE - ATR: 100% - 32€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471,434,"T-shirt / Polo : 0,100kg, matière : 77% Lin provenance  par défaut (Europe), 7% Chanvre provenance  par défaut (Asie - Pacifique), 16% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tricotage Fully fashioned / Seamless : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
138 - Tshirt (190g) - C: PK - ATR: 100% - 26€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201,855,"T-shirt / Polo : 0,190kg, matière : 56% Lin provenance  par défaut (Europe), 17% Chanvre provenance  par défaut (Asie - Pacifique), 27% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tissage : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
139 - Tshirt (220g) - C: TN - ATR: 33% - 36€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870,702,"T-shirt / Polo : 0,220kg, matière : 79% Lin provenance  par défaut (Europe), 8% Chanvre provenance  par défaut (Asie - Pacifique), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage Intégral / Whole garment : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
140 - Tshirt (130g) - C: --- - ATR: 100% - 26€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786,575,"T-shirt / Polo : 0,130kg, matière : 61% Lin provenance  par défaut (Europe), 22% Chanvre provenance  par défaut (Asie - Pacifique), 17% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Fully fashioned / Seamless : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
141 - Tshirt (100g) - C: TR - ATR: 100% - 20€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947,581,"T-shirt / Polo : 0,100kg, matière : 75% Coton provenance  par défaut (Asie - Pacifique), 11% Polyester provenance  par défaut (Asie - Pacifique), 14% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage Circulaire : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
142 - Tshirt (220g) - C: KH - ATR: 33% - 25€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126,821,"T-shirt / Polo : 0,220kg, matière : 71% Polyester provenance  par défaut (Asie - Pacifique), 6% Lin provenance  par défaut (Europe), 23% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tricotage Circulaire : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
143 - Tshirt (160g) - C: --- - ATR: 100% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875,1147,"T-shirt / Polo : 0,160kg, matière : 78% Coton provenance  par défaut (Asie - Pacifique), 7% Chanvre provenance  par défaut (Asie - Pacifique), 15% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage moyen (par défaut) : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
144 - Tshirt (250g) - C: CN - ATR: 100% - 31€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769,1287,"T-shirt / Polo : 0,250kg, matière : 88% Polyester provenance  par défaut (Asie - Pacifique), 11% Chanvre provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Intégral / Whole garment : Chine, ennoblissement : Chine, impression : non, confection : Chine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
145 - Tshirt (100g) - C: CN - ATR: 33% - 31€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826,542,"T-shirt / Polo : 0,100kg, matière : 88% Coton provenance  par défaut (Asie - Pacifique), 10% Polyester provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), filature : Myanmar, Tissage : Chine, ennoblissement : Chine, impression : non, confection : Chine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
146 - Tshirt (220g) - C: REO - ATR: 0% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986,717,"T-shirt / Polo : 0,220kg, matière : 88% Polyester provenance  par défaut (Asie - Pacifique), 11% Lin provenance  par défaut (Europe), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : France, Tricotage Circulaire : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest, distribution : France, utilisation : France, fin de vie : France"
147 - Tshirt (280g) - C: ROC - ATR: 0% - 32€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629,1477,"T-shirt / Polo : 0,280kg, matière : 96% Coton provenance  par défaut (Asie - Pacifique), 1% Polyester provenance  par défaut (Asie - Pacifique), 3% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tricotage Fully fashioned / Seamless : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie, distribution : France, utilisation : France, fin de vie : France"
148 - Tshirt (160g) - C: REE - ATR: 0% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574,1088,"T-shirt / Polo : 0,160kg, matière : 64% Coton provenance  par défaut (Asie - Pacifique), 14% Lin provenance  par défaut (Europe), 22% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage Circulaire : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est, distribution : France, utilisation : France, fin de vie : France"
149 - Tshirt (280g) - C: ROC - ATR: 0% - 32€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965,1206,"T-shirt / Polo : 0,280kg, matière : 66% Coton provenance  par défaut (Asie - Pacifique), 18% Chanvre provenance  par défaut (Asie - Pacifique), 16% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage Circulaire : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie, distribution : France, utilisation : France, fin de vie : France"
150 - Tshirt (100g) - C: MM - ATR: 33% - 13€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035,589,"T-shirt / Polo : 0,100kg, matière : 67% Coton provenance  par défaut (Asie - Pacifique), 26% Polyester provenance  par défaut (Asie - Pacifique), 7% Lin provenance  par défaut (Europe), filature : Chine, Tissage : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
151 - Tshirt (160g) - C: FR - ATR: 0% - 16€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771,680,"T-shirt / Polo : 0,160kg, matière : 81% Lin provenance  par défaut (Europe), 4% Chanvre provenance  par défaut (Asie - Pacifique), 15% Viscose provenance  par défaut (Asie - Pacifique), filature : Inde, Tricotage Fully fashioned / Seamless : France, ennoblissement : France, impression : non, confection : France, distribution : France, utilisation : France, fin de vie : France"
152 - Tshirt (190g) - C: RAS - ATR: 100% - 26€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107,807,"T-shirt / Polo : 0,190kg, matière : 91% Polyester provenance  par défaut (Asie - Pacifique), 4% Lin provenance  par défaut (Europe), 5% Viscose provenance  par défaut (Asie - Pacifique), filature : France, Tricotage Intégral / Whole garment : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
153 - Tshirt (250g) - C: RME - ATR: 100% - 31€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,1275,"T-shirt / Polo : 0,250kg, matière : 90% Coton provenance  par défaut (Asie - Pacifique), 4% Lin provenance  par défaut (Europe), 6% Viscose provenance  par défaut (Asie - Pacifique), filature : France, Tissage : Région - Moyen-Orient, ennoblissement : Région - Moyen-Orient, impression : non, confection : Région - Moyen-Orient (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
154 - Tshirt (280g) - C: RNA - ATR: 33% - 14€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424,958,"T-shirt / Polo : 0,280kg, matière : 61% Lin provenance  par défaut (Europe), 31% Chanvre provenance  par défaut (Asie - Pacifique), 8% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage moyen (par défaut) : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
155 - Tshirt (250g) - C: --- - ATR: 100% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312,1438,"T-shirt / Polo : 0,250kg, matière : 78% Coton provenance  par défaut (Asie - Pacifique), 8% Lin provenance  par défaut (Europe), 14% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage moyen (par défaut) : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
156 - Tshirt (190g) - C: ROC - ATR: 100% - 19€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729,1200,"T-shirt / Polo : 0,190kg, matière : 60% Polyester provenance  par défaut (Asie - Pacifique), 40% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage Circulaire : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
157 - Tshirt (280g) - C: KH - ATR: 33% - 20€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535,1089,"T-shirt / Polo : 0,280kg, matière : 56% Polyester provenance  par défaut (Asie - Pacifique), 3% Lin provenance  par défaut (Europe), 41% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tricotage Circulaire : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
158 - Tshirt (220g) - C: PK - ATR: 0% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477,919,"T-shirt / Polo : 0,220kg, matière : 73% Polyester provenance  par défaut (Asie - Pacifique), 26% Lin provenance  par défaut (Europe), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Circulaire : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan, distribution : France, utilisation : France, fin de vie : France"
159 - Tshirt (100g) - C: BD - ATR: 33% - 38€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835,493,"T-shirt / Polo : 0,100kg, matière : 69% Coton provenance  par défaut (Asie - Pacifique), 23% Polyester provenance  par défaut (Asie - Pacifique), 8% Lin provenance  par défaut (Europe), filature : Région - Moyen-Orient, Tricotage Circulaire : Bangladesh, ennoblissement : Bangladesh, impression : non, confection : Bangladesh (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
160 - Tshirt (250g) - C: CN - ATR: 33% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579,1142,"T-shirt / Polo : 0,250kg, matière : 76% Polyester provenance  par défaut (Asie - Pacifique), 12% Lin provenance  par défaut (Europe), 12% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Moyen-Orient, Tricotage moyen (par défaut) : Chine, ennoblissement : Chine, impression : non, confection : Chine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
161 - Tshirt (220g) - C: RME - ATR: 100% - 13€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505,981,"T-shirt / Polo : 0,220kg, matière : 57% Polyester provenance  par défaut (Asie - Pacifique), 43% Chanvre provenance  par défaut (Asie - Pacifique), filature : Pakistan, Tricotage Rectiligne : Région - Moyen-Orient, ennoblissement : Région - Moyen-Orient, impression : non, confection : Région - Moyen-Orient (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
162 - Tshirt (220g) - C: TR - ATR: 33% - 13€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467,1008,"T-shirt / Polo : 0,220kg, matière : 57% Polyester provenance  par défaut (Asie - Pacifique), 36% Chanvre provenance  par défaut (Asie - Pacifique), 7% Viscose provenance  par défaut (Asie - Pacifique), filature : Tunisie, Tissage : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
163 - Tshirt (100g) - C: RLA - ATR: 0% - 19€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628,435,"T-shirt / Polo : 0,100kg, matière : 84% Polyester provenance  par défaut (Asie - Pacifique), 12% Lin provenance  par défaut (Europe), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage moyen (par défaut) : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine, distribution : France, utilisation : France, fin de vie : France"
